type size particles iterations skipped time num_process
c 400 63 10000 20 0.026929 256
c 400 32 10000 105 0.026538 512
c 400 16 10000 107 0.028451 1024
c 400 125 10000 65 0.02656 128
c 400 63 10000 245 0.026874 256
c 400 32 10000 159 0.028176 512
c 400 16 10000 222 0.028656 1024
c 400 125 100000 0 0.033378 128
c 400 63 100000 0 0.033688 256
c 400 32 100000 0 0.032349 512
c 400 16 100000 0 0.036838 1024
c 400 125 100000 0 0.038638 128
c 400 63 100000 0 0.032392 256
c 400 32 100000 0 0.03127 512
c 400 16 100000 0 0.031902 1024
c 400 125 100000 0 0.030973 128
c 400 63 100000 0 0.032427 256
c 400 32 100000 0 0.034285 512
c 400 16 100000 0 0.035202 1024
c 400 125 100000 0 0.032411 128
c 400 63 100000 0 0.028957 256
c 400 32 100000 0 0.032742 512
c 400 16 100000 0 0.028863 1024
c 400 188 1000 20210 0.010069 128
c 400 94 1000 19987 0.009894 256
c 400 47 1000 19941 0.010621 512
c 400 24 1000 20730 0.012633 1024
c 400 188 1000 17976 0.009909 128
c 400 94 1000 19264 0.009805 256
c 400 47 1000 19521 0.010573 512
c 400 24 1000 19656 0.012395 1024
c 400 188 1000 20142 0.01007 128
c 400 94 1000 18944 0.009687 256
c 400 47 1000 20660 0.011049 512
c 400 24 1000 21275 0.012678 1024
c 400 188 1000 17597 0.009771 128
c 400 94 1000 17689 0.009562 256
c 400 47 1000 19669 0.010673 512
c 400 24 1000 19425 0.012265 1024
c 400 188 10000 0 0.014972 128
c 400 94 10000 0 0.014497 256
c 400 47 10000 0 0.014769 512
c 400 24 10000 0 0.014414 1024
c 400 188 10000 0 0.013584 128
c 400 94 10000 0 0.013359 256
c 400 47 10000 0 0.014225 512
c 400 24 10000 0 0.013633 1024
c 400 188 10000 0 0.014526 128
c 400 94 10000 0 0.013255 256
c 400 47 10000 0 0.013273 512
c 400 24 10000 0 0.01623 1024
c 400 188 10000 0 0.012668 128
c 400 94 10000 0 0.013392 256
c 400 47 10000 0 0.01377 512
c 400 24 10000 0 0.01387 1024
c 400 188 100000 0 0.016874 128
c 400 94 100000 0 0.014226 256
c 400 47 100000 0 0.01439 512
c 400 24 100000 0 0.013882 1024
c 400 188 100000 0 0.014082 128
c 400 94 100000 0 0.013853 256
c 400 47 100000 0 0.013339 512
c 400 24 100000 0 0.013434 1024
c 400 188 100000 0 0.014438 128
c 400 94 100000 0 0.013942 256
c 400 47 100000 0 0.014198 512
c 400 24 100000 0 0.014688 1024
c 400 188 100000 0 0.014389 128
c 400 94 100000 0 0.014114 256
c 400 47 100000 0 0.013881 512
c 400 24 100000 0 0.013273 1024
c 600 141 1000 17881 0.007726 128
c 600 71 1000 18004 0.00714 256
c 600 36 1000 18250 0.008717 512
c 600 18 1000 18250 0.007196 1024
c 600 141 1000 17921 0.007313 128
c 600 71 1000 18048 0.007182 256
c 600 36 1000 18298 0.00697 512
c 600 18 1000 18288 0.007162 1024
c 600 141 1000 17934 0.007335 128
c 600 71 1000 18062 0.009206 256
c 600 36 1000 18309 0.007018 512
c 600 18 1000 18313 0.00915 1024
c 600 141 1000 17908 0.007341 128
c 600 71 1000 18056 0.007594 256
c 600 36 1000 18290 0.006976 512
c 600 18 1000 18314 0.007187 1024
c 600 141 10000 15944 0.06511 128
c 600 71 10000 16090 0.063051 256
c 600 36 10000 16422 0.061969 512
c 600 18 10000 16114 0.062398 1024
c 600 141 10000 16130 0.064573 128
c 600 71 10000 16251 0.051 256
c 600 36 10000 16379 0.062639 512
c 600 18 10000 16474 0.06427 1024
c 600 141 10000 16340 0.065936 128
c 600 71 10000 16332 0.064542 256
c 600 36 10000 16661 0.062419 512
c 600 18 10000 16600 0.063409 1024
c 600 141 10000 15982 0.064486 128
c 600 71 10000 16328 0.064612 256
c 600 36 10000 16501 0.062331 512
c 600 18 10000 16464 0.064868 1024
c 600 141 100000 89 0.235189 128
c 600 71 100000 210 0.239685 256
c 600 36 100000 82 0.221493 512
c 600 18 100000 159 0.239271 1024
c 600 141 100000 108 0.254261 128
c 600 71 100000 88 0.234862 256
c 600 36 100000 124 0.241594 512
c 600 18 100000 171 0.241438 1024
c 600 141 100000 243 0.259974 128
c 600 71 100000 25 0.250719 256
c 600 36 100000 78 0.259463 512
c 600 18 100000 115 0.244331 1024
c 600 141 100000 132 0.229472 128
c 600 71 100000 113 0.233462 256
c 600 36 100000 196 0.256062 512
c 600 18 100000 21 0.245833 1024
c 600 282 1000 35259 0.015316 128
c 600 141 1000 35342 0.015884 256
c 600 71 1000 35521 0.015589 512
c 600 36 1000 35989 0.015433 1024
c 600 282 1000 35164 0.015564 128
c 600 141 1000 35258 0.015562 256
c 600 71 1000 35463 0.0158 512
c 600 36 1000 35929 0.014954 1024
c 600 282 1000 35247 0.015521 128
c 600 141 1000 35446 0.015524 256
c 600 71 1000 35653 0.015164 512
c 600 36 1000 36200 0.014853 1024
c 600 282 1000 35443 0.014752 128
c 600 141 1000 35426 0.015968 256
c 600 71 1000 35585 0.015781 512
c 600 36 1000 36157 0.014633 1024
c 600 282 10000 10812 0.091241 128
c 600 141 10000 8066 0.088067 256
c 600 71 10000 10169 0.086717 512
c 600 36 10000 14186 0.09169 1024
c 600 282 10000 8470 0.085856 128
c 600 141 10000 7122 0.086145 256
c 600 71 10000 8065 0.084488 512
c 600 36 10000 12161 0.089427 1024
c 600 282 10000 10200 0.089239 128
c 600 141 10000 9716 0.090693 256
c 600 71 10000 10931 0.087435 512
c 600 36 10000 11037 0.086633 1024
c 600 282 10000 8758 0.087239 128
c 600 141 10000 7426 0.086773 256
c 600 71 10000 10548 0.087267 512
c 600 36 10000 8784 0.084551 1024
c 600 282 100000 0 0.094493 128
c 600 141 100000 0 0.093528 256
c 600 71 100000 0 0.092855 512
c 600 36 100000 0 0.088476 1024
c 600 282 100000 0 0.093076 128
c 600 141 100000 0 0.085071 256
c 600 71 100000 0 0.085066 512
c 600 36 100000 0 0.087635 1024
c 600 282 100000 0 0.090077 128
c 600 141 100000 0 0.08491 256
c 600 71 100000 0 0.093034 512
c 600 36 100000 0 0.092086 1024
c 600 282 100000 0 0.095357 128
c 600 141 100000 0 0.089514 256
c 600 71 100000 0 0.080577 512
c 600 36 100000 0 0.087843 1024
c 600 422 1000 52031 0.024798 128
c 600 211 1000 52155 0.024912 256
c 600 106 1000 52644 0.025113 512
c 600 53 1000 52364 0.024811 1024
c 600 422 1000 51980 0.02505 128
c 600 211 1000 52186 0.024752 256
c 600 106 1000 52176 0.024449 512
c 600 53 1000 52352 0.024862 1024
c 600 422 1000 52209 0.02482 128
c 600 211 1000 52476 0.024735 256
c 600 106 1000 52425 0.024968 512
c 600 53 1000 52596 0.025068 1024
c 600 422 1000 52743 0.024702 128
c 600 211 1000 52297 0.024781 256
c 600 106 1000 52706 0.024883 512
c 600 53 1000 52192 0.02503 1024
c 600 422 10000 41 0.064259 128
c 600 211 10000 106 0.066214 256
c 600 106 10000 1 0.064348 512
c 600 53 10000 351 0.072953 1024
c 600 422 10000 46 0.066367 128
c 600 211 10000 110 0.068786 256
c 600 106 10000 341 0.068815 512
c 600 53 10000 668 0.072788 1024
c 600 422 10000 477 0.070285 128
c 600 211 10000 1 0.064221 256
c 600 106 10000 145 0.069955 512
c 600 53 10000 136 0.069387 1024
c 600 422 10000 198 0.070295 128
c 600 211 10000 707 0.07149 256
c 600 106 10000 889 0.083349 512
c 600 53 10000 189 0.065454 1024
c 600 422 100000 0 0.06794 128
c 600 211 100000 0 0.070939 256
c 600 106 100000 0 0.07529 512
c 600 53 100000 0 0.069404 1024
c 600 422 100000 0 0.063596 128
c 600 211 100000 0 0.06803 256
c 600 106 100000 0 0.069021 512
c 600 53 100000 0 0.064586 1024
c 600 422 100000 0 0.065123 128
c 600 211 100000 0 0.070721 256
c 600 106 100000 0 0.067289 512
c 600 53 100000 0 0.072751 1024
c 600 422 100000 0 0.064948 128
c 600 211 100000 0 0.067002 256
c 600 106 100000 0 0.066077 512
c 600 53 100000 0 0.070685 1024
m 200 2000 1000 1915 0.059475 2000
m 200 2000 1000 1920 0.037105 2000
m 200 2000 1000 1935 0.032926 2000
m 200 2000 1000 1945 0.032944 2000
m 200 2000 1000 1915 0.049773 2000
m 200 2000 1000 1914 0.037451 2000
m 200 2000 1000 1934 0.032524 2000
m 200 2000 1000 1915 0.029397 2000
m 200 2000 1000 1912 0.049537 2000
m 200 2000 1000 1894 0.034153 2000
m 200 2000 1000 1937 0.029739 2000
m 200 2000 1000 1932 0.028773 2000
m 200 2000 1000 1893 0.048839 2000
m 200 2000 1000 1920 0.036433 2000
m 200 2000 1000 1914 0.030831 2000
m 200 2000 1000 1929 0.029803 2000
m 200 2000 10000 832 0.303917 2000
m 200 2000 10000 917 0.233669 2000
m 200 2000 10000 1034 0.228234 2000
m 200 2000 10000 1035 0.202372 2000
m 200 2000 10000 857 0.322018 2000
m 200 2000 10000 981 0.237398 2000
m 200 2000 10000 992 0.208482 2000
m 200 2000 10000 1121 0.207086 2000
m 200 2000 10000 840 0.312245 2000
m 200 2000 10000 1021 0.242358 2000
m 200 2000 10000 919 0.200428 2000
m 200 2000 10000 1074 0.21518 2000
m 200 2000 10000 894 0.320302 2000
m 200 2000 10000 966 0.241926 2000
m 200 2000 10000 998 0.222005 2000
m 200 2000 10000 1016 0.208146 2000
m 200 2000 100000 6 0.405643 2000
m 200 2000 100000 34 0.328957 2000
m 200 2000 100000 48 0.303572 2000
m 200 2000 100000 51 0.291652 2000
m 200 2000 100000 3 0.367332 2000
m 200 2000 100000 41 0.314528 2000
m 200 2000 100000 37 0.325795 2000
m 200 2000 100000 39 0.301993 2000
m 200 2000 100000 5 0.39451 2000
m 200 2000 100000 33 0.312573 2000
m 200 2000 100000 40 0.312588 2000
m 200 2000 100000 46 0.284545 2000
m 200 2000 100000 3 0.410547 2000
m 200 2000 100000 35 0.333249 2000
m 200 2000 100000 34 0.27652 2000
m 200 2000 100000 44 0.261847 2000
m 200 4000 1000 3718 0.096704 4000
m 200 4000 1000 3737 0.071308 4000
m 200 4000 1000 3764 0.064336 4000
m 200 4000 1000 3785 0.062769 4000
m 200 4000 1000 3722 0.096835 4000
m 200 4000 1000 3725 0.072124 4000
m 200 4000 1000 3724 0.06051 4000
m 200 4000 1000 3726 0.054406 4000
m 200 4000 1000 3657 0.095916 4000
m 200 4000 1000 3721 0.070934 4000
m 200 4000 1000 3748 0.062121 4000
m 200 4000 1000 3803 0.055305 4000
m 200 4000 1000 3714 0.096977 4000
m 200 4000 1000 3739 0.069297 4000
m 200 4000 1000 3719 0.06229 4000
m 200 4000 1000 3755 0.057703 4000
m 200 4000 10000 914 0.407145 4000
m 200 4000 10000 1062 0.3272 4000
m 200 4000 10000 1199 0.317227 4000
m 200 4000 10000 1311 0.303134 4000
m 200 4000 10000 952 0.419412 4000
m 200 4000 10000 1123 0.331095 4000
m 200 4000 10000 1131 0.297948 4000
m 200 4000 10000 1204 0.283165 4000
m 200 4000 10000 896 0.405629 4000
m 200 4000 10000 1219 0.352205 4000
m 200 4000 10000 1131 0.300322 4000
m 200 4000 10000 1109 0.264373 4000
m 200 4000 10000 964 0.422993 4000
m 200 4000 10000 969 0.300907 4000
m 200 4000 10000 1091 0.301691 4000
m 200 4000 10000 1135 0.289673 4000
m 200 4000 100000 2 0.463535 4000
m 200 4000 100000 32 0.380097 4000
m 200 4000 100000 43 0.359638 4000
m 200 4000 100000 56 0.422105 4000
m 200 4000 100000 3 0.419015 4000
m 200 4000 100000 41 0.369182 4000
m 200 4000 100000 54 0.346948 4000
m 200 4000 100000 56 0.350286 4000
m 200 4000 100000 3 0.45178 4000
m 200 4000 100000 25 0.355247 4000
m 200 4000 100000 46 0.348894 4000
m 200 4000 100000 70 0.362833 4000
m 200 4000 100000 1 0.457286 4000
m 200 4000 100000 38 0.375732 4000
m 200 4000 100000 37 0.332696 4000
m 200 4000 100000 51 0.319275 4000
m 200 6000 1000 5375 0.142519 6000
m 200 6000 1000 5423 0.1008 6000
m 200 6000 1000 5452 0.093053 6000
m 200 6000 1000 5513 0.083858 6000
m 200 6000 1000 5383 0.142594 6000
m 200 6000 1000 5487 0.103374 6000
m 200 6000 1000 5527 0.09461 6000
m 200 6000 1000 5450 0.088765 6000
m 200 6000 1000 5313 0.141582 6000
m 200 6000 1000 5447 0.099853 6000
m 200 6000 1000 5481 0.091607 6000
m 200 6000 1000 5561 0.087221 6000
m 200 6000 1000 5236 0.140565 6000
m 200 6000 1000 5496 0.09942 6000
m 200 6000 1000 5431 0.087084 6000
m 200 6000 1000 5410 0.080075 6000
m 200 6000 10000 973 0.447377 6000
m 200 6000 10000 1061 0.352469 6000
m 200 6000 10000 1203 0.338321 6000
m 200 6000 10000 1345 0.33898 6000
m 200 6000 10000 953 0.443952 6000
m 200 6000 10000 1116 0.362674 6000
m 200 6000 10000 1153 0.328591 6000
m 200 6000 10000 1136 0.303859 6000
m 200 6000 10000 896 0.4251 6000
m 200 6000 10000 1065 0.354403 6000
m 200 6000 10000 1172 0.339382 6000
m 200 6000 10000 1159 0.311614 6000
m 200 6000 10000 964 0.442927 6000
m 200 6000 10000 1037 0.345869 6000
m 200 6000 10000 1128 0.33457 6000
m 200 6000 10000 1250 0.34334 6000
m 200 6000 100000 2 0.470421 6000
m 200 6000 100000 31 0.386127 6000
m 200 6000 100000 34 0.352888 6000
m 200 6000 100000 53 0.359976 6000
m 200 6000 100000 3 0.477943 6000
m 200 6000 100000 40 0.384975 6000
m 200 6000 100000 49 0.373533 6000
m 200 6000 100000 62 0.345535 6000
m 200 6000 100000 3 0.465749 6000
m 200 6000 100000 39 0.37082 6000
m 200 6000 100000 53 0.375908 6000
m 200 6000 100000 72 0.380235 6000
m 200 6000 100000 3 0.492542 6000
m 200 6000 100000 40 0.375689 6000
m 200 6000 100000 39 0.365135 6000
m 200 6000 100000 42 0.319918 6000
m 400 8000 1000 7897 0.200619 8000
m 400 8000 1000 7873 0.146591 8000
m 400 8000 1000 7916 0.131096 8000
m 400 8000 1000 7911 0.105398 8000
m 400 8000 1000 7896 0.200544 8000
m 400 8000 1000 7913 0.145283 8000
m 400 8000 1000 7906 0.136183 8000
m 400 8000 1000 7917 0.115743 8000
m 400 8000 1000 7906 0.200195 8000
m 400 8000 1000 7901 0.136233 8000
m 400 8000 1000 7922 0.107505 8000
m 400 8000 1000 7929 0.110317 8000
m 400 8000 1000 7871 0.201472 8000
m 400 8000 1000 7898 0.156467 8000
m 400 8000 1000 7910 0.134474 8000
m 400 8000 1000 7916 0.116464 8000
m 400 8000 10000 6888 1.85986 8000
m 400 8000 10000 6899 1.294394 8000
m 400 8000 10000 6958 1.114791 8000
m 400 8000 10000 7059 1.061255 8000
m 400 8000 10000 6796 1.852182 8000
m 400 8000 10000 6939 1.306371 8000
m 400 8000 10000 6876 1.120611 8000
m 400 8000 10000 7019 1.035793 8000
m 400 8000 10000 6781 1.861398 8000
m 400 8000 10000 6801 1.316965 8000
m 400 8000 10000 6916 1.143957 8000
m 400 8000 10000 6961 1.099519 8000
m 400 8000 10000 6875 1.862562 8000
m 400 8000 10000 6952 1.27248 8000
m 400 8000 10000 7010 1.15675 8000
m 400 8000 10000 7013 1.110617 8000
m 400 8000 100000 746 5.516568 8000
m 400 8000 100000 873 4.225182 8000
m 400 8000 100000 977 3.809472 8000
m 400 8000 100000 978 3.546664 8000
m 400 8000 100000 756 5.490565 8000
